text,label
Reminder to complete the compliance training by Friday.,0
Confirm your subscription to avoid interruption: https://gift-now.example.org,1
Activate elite status—card details required: https://login-verify.example.net,1
Your number will be deactivated—verify: https://wallet-check.example.io,1
Get followers instantly—no login required! https://support-secure.example.app,1
I’ve rotated the API keys and updated vault.,0
Shall we reschedule the design review to next Tuesday?,0
We’ll use the new forecasting template.,0
WORK FROM HOME $$$ Make $1250/day—start today! https://wallet-check.example.io,1
We’ll use the new forecasting template.,0
See you at the town hall at 4 pm.,0
Switching desks—new seating plan attached.,0
Please post the minutes in the Confluence space.,0
Limited-time refinance at 70% APR—act now! https://gift-now.example.org,1
Your voicemail: listen now before deletion: https://login-verify.example.net,1
Meeting recording link is posted in the channel.,0
Preorder bonus—enter card to unlock: https://gift-now.example.org,1
Updated the alerting thresholds to reduce noise.,0
Let me know if you can cover the morning shift on Friday.,0
Your Amazon account will be closed—confirm: https://secure-update.example.com,1
We need to renew the domain names soon.,0
Download gift: secure link expires soon: https://support-secure.example.app,1
The parcel was delivered at reception.,0
We need to renew the domain names soon.,0
Urgent: renew license to keep service: https://support-secure.example.app,1
FREE delivery upgrade—confirm shipping: https://login-verify.example.net,1
Your gift is reserved—last chance: https://secure-update.example.com,1
Security alert: 3 failed login attempts—verify it’s you: https://gift-now.example.org,1
"Team, attaching the Q3 revenue summary and updated forecast.",0
I’ve re-run the pipeline; outputs attached.,0
Exclusive whitelist presale—mint your NFT now: https://gift-now.example.org,1
I’ll circulate the minutes after the review.,0
Limited-time refinance at 50% APR—act now! https://wallet-check.example.io,1
High-limit credit card—instant approval! https://gift-now.example.org,1
Do we have budget for two conference passes?,0
Apple ID locked—reset immediately: https://gift-now.example.org,1
Outlook storage exceeded—upgrade now: https://login-verify.example.net,1
SHOCKING secret doctors won’t tell you—read now! https://secure-update.example.com,1
We’ll use the new forecasting template.,0
FREE webinar: become rich in 7 days! https://secure-update.example.com,1
Re: re: FWD: FWD: earn big cash at home! https://secure-update.example.com,1
Payment overdue—failure to pay will incur legal action: https://login-verify.example.net,1
I pushed the analytics fix to staging.,0
Switching desks—new seating plan attached.,0
Exclusive airdrop ends today—verify wallet: https://login-verify.example.net,1
Sent you the MSA countersign page.,0
I’ll finalize the training deck today.,0
We’ll use the new forecasting template.,0
I’ll circulate the minutes after the review.,0
Final notice: Outstanding invoice. Log in to resolve immediately: https://support-secure.example.app,1
Your voicemail: listen now before deletion: https://wallet-check.example.io,1
Limited-time refinance at 80% APR—act now! https://secure-update.example.com,1
DoorDash credits expiring—redeem now: https://login-verify.example.net,1
Coach’s note: practice moved to field 2.,0
Travel request approved—book flights before prices rise.,0
Bank payment failed—update details: https://gift-now.example.org,1
The lab results will be ready by Wednesday.,0
Exclusive deal!!! 90% OFF on premium brands—TODAY ONLY!!! https://login-verify.example.net,1
Final notice: Outstanding invoice. Log in to resolve immediately: https://secure-update.example.com,1
Can we push the newsletter to Monday morning?,0
We’ll retest after the patch window.,0
Re: re: FWD: FWD: earn big cash at home! https://gift-now.example.org,1
Sent the updated pitch deck with the feedback applied.,0
Travel request approved—book flights before prices rise.,0
Ticket assigned to you—P1 incident.,0
Crypto staking at 80% APY—last chance! https://support-secure.example.app,1
ACTIVATE BONUS: $1250 credit applied—confirm identity: https://secure-update.example.com,1
Exclusive deal!!! 90% OFF on premium brands—TODAY ONLY!!! https://support-secure.example.app,1
I’ve prepared the brief for leadership.,0
Reminder: Doctor’s appointment tomorrow at 3:15 PM. Reply C to confirm.,0
Fraud alert: freeze your card here: https://wallet-check.example.io,1
Update KYC to withdraw your funds: https://secure-update.example.com,1
Pay day advance available—cash out today! https://support-secure.example.app,1
We agreed to a 30-day net payment term.,0
CLAIM your card upgrade—enter SSN: https://wallet-check.example.io,1
Let’s move this conversation to the main thread.,0
FINAL PAYMENT REMINDER: avoid collections: https://support-secure.example.app,1
Can we push the newsletter to Monday morning?,0
Confirm SSN to avoid account closure: https://wallet-check.example.io,1
Exclusive black Friday pre-access—enter card: https://wallet-check.example.io,1
I pushed the analytics fix to staging.,0
I’ll post the sprint burn-down later.,0
Vendor requested SOC2 bridge letter.,0
Standup moved—9:45 for today only.,0
FINAL CHANCE: Lifetime subscription for 90% OFF! https://wallet-check.example.io,1
Schedule a call to unlock your prize: https://secure-update.example.com,1
I’ll post the sprint burn-down later.,0
Please test the iOS build on TestFlight.,0
Apple ID locked—reset immediately: https://secure-update.example.com,1
Lunch at 10:30 AM? I booked a table near the office.,0
The contract counter-signed copy is attached.,0
The venue changed to Hall B; badges will be at reception.,0
I’ve rotated the API keys and updated vault.,0
Update payment or lose premium features: https://secure-update.example.com,1
Urgent wire from CFO—approve immediately: https://secure-update.example.com,1
Project sprint planning moved to Wednesday 10:30 AM.,0
Exclusive black Friday pre-access—enter card: https://wallet-check.example.io,1
Complete your claim: only 1 step left: https://secure-update.example.com,1
I backed up the shared drive yesterday.,0
Office closed Friday—company holiday.,0
Notes from the partner call are attached.,0
The catering order is confirmed for 12 attendees.,0
Let’s finalize the milestone definitions.,0
Vendor onboarding form completed.,0
Travel request approved—book flights before prices rise.,0
PACKAGE DELIVERY: Address missing—update now to avoid return: https://wallet-check.example.io,1
Forwarding the legal’s feedback thread.,0
PayPal: You’ve received $250—claim funds: https://secure-update.example.com,1
Wire confirmation: send token to proceed: https://wallet-check.example.io,1
Exclusive casino bonus: 400% match! https://support-secure.example.app,1
"Get 1,000 followers overnight—no password! https://login-verify.example.net",1
Update payment or lose premium features: https://wallet-check.example.io,1
Do we have the signed MSA from procurement?,0
Thanks again for hosting the workshop yesterday.,0
I’ve prepared the brief for leadership.,0
Kindly review the accessibility checklist.,0
"Congratulations, you’re pre-approved! Low rates! https://wallet-check.example.io",1
Win a MacBook Pro—take our 30-second survey! https://secure-update.example.com,1
Password expiring today—reset to avoid loss of access: https://wallet-check.example.io,1
Unlock platinum rewards—just confirm PIN: https://wallet-check.example.io,1
WORK FROM HOME $$$ Make $500/day—start today! https://support-secure.example.app,1
Please test the failover plan this week.,0
Daily backups succeeded—see log summary.,0
FREE delivery upgrade—confirm shipping: https://secure-update.example.com,1
DoorDash credits expiring—redeem now: https://wallet-check.example.io,1
Unsecured loan—no income proof needed! https://login-verify.example.net,1
Prize waiting: confirm your delivery slot: https://gift-now.example.org,1
Overdue utility bill—final notice: https://login-verify.example.net,1
I’ve re-run the pipeline; outputs attached.,0
IRS refund available—final step required: https://login-verify.example.net,1
I’ll post the sprint demo recording.,0
Let me know if you can cover the morning shift on Friday.,0
Kindly review the accessibility checklist.,0
Congratulations! You’ve been selected for a $1000 gift card. Claim here: https://secure-update.example.com,1
Account compromised! Reset password immediately: https://login-verify.example.net,1
I backed up the shared drive yesterday.,0
Project sprint planning moved to Wednesday 3:15 PM.,0
Do we have budget for two conference passes?,0
Ticket assigned to you—P1 incident.,0
Exclusive black Friday pre-access—enter card: https://gift-now.example.org,1
Reminder: Doctor’s appointment tomorrow at 3:15 PM. Reply C to confirm.,0
Your gift is reserved—last chance: https://secure-update.example.com,1
Update your Microsoft 365 password here to prevent expiration: https://secure-update.example.com,1
Sent the updated pitch deck with the feedback applied.,0
SHOCKING secret doctors won’t tell you—read now! https://secure-update.example.com,1
Click to confirm payout of $1000: https://login-verify.example.net,1
Transfer pending: confirm beneficiary: https://gift-now.example.org,1
FREE delivery upgrade—confirm shipping: https://gift-now.example.org,1
New device signed in from China—lock your account: https://support-secure.example.app,1
Meet singles in your area tonight—free signup! https://support-secure.example.app,1
We’ll retest after the patch window.,0
Suspicious attempt blocked—secure your wallet: https://secure-update.example.com,1
Limited-time refinance at 70% APR—act now! https://secure-update.example.com,1
Apple ID locked—reset immediately: https://secure-update.example.com,1
The contract counter-signed copy is attached.,0
Draft OKR targets for Q1 are uploaded.,0
We’ll need legal to review that clause.,0
You won a free cruise—just pay port fees! https://login-verify.example.net,1
Please reset the staging DB; QA needs a clean environment.,0
Suspicious attempt blocked—secure your wallet: https://secure-update.example.com,1
Fortnite coins free—limited time! https://gift-now.example.org,1
We agreed to a 30-day net payment term.,0
I’ll iterate on the Figma prototype tonight.,0
Activate premium protection for only $1/week! https://wallet-check.example.io,1
WIRE TRANSFER on hold—verify recipient details: https://login-verify.example.net,1
I’ve prepared the brief for leadership.,0
ACTIVATE BONUS: $1000 credit applied—confirm identity: https://support-secure.example.app,1
Re-running the test suite on arm64.,0
Click to confirm payout of $1000: https://wallet-check.example.io,1
"Team, attaching the Q3 revenue summary and updated forecast.",0
SHOCKING secret doctors won’t tell you—read now! https://login-verify.example.net,1
FLASH SALE 60% off—limited slots! https://support-secure.example.app,1
Account compromised! Reset password immediately: https://support-secure.example.app,1
Sent you the MSA countersign page.,0
I’ll circulate the minutes after the review.,0
See draft contract; mark your changes.,0
Premium TV unlocked—verify billing: https://wallet-check.example.io,1
We’ll groom the backlog this afternoon.,0
Do we have coverage for the holiday period?,0
Your parcel is awaiting customs clearance—pay small fee: https://gift-now.example.org,1
Overnight miracle supplement—doctor’s secret! https://login-verify.example.net,1
I’ve rotated the API keys and updated vault.,0
PayPal: You’ve received $500—claim funds: https://gift-now.example.org,1
Activate elite status—card details required: https://wallet-check.example.io,1
High-limit credit card—instant approval! https://gift-now.example.org,1
We’ve deployed the hotfix; monitor latency for the next hour.,0
Final notice: Outstanding invoice. Log in to resolve immediately: https://support-secure.example.app,1
PayPal: You’ve received $1250—claim funds: https://wallet-check.example.io,1
Please reset the staging DB; QA needs a clean environment.,0
Premium TV unlocked—verify billing: https://secure-update.example.com,1
STOP paying high insurance rates—switch now and save 70%! https://secure-update.example.com,1
Coach’s note: practice moved to field 2.,0
Thanks for coordinating agendas.,0
I’ll iterate on the Figma prototype tonight.,0
The dashboards refresh nightly at 2 am.,0
The board pack is finalized—share with directors only.,0
Your Amazon account will be closed—confirm: https://wallet-check.example.io,1
Payment overdue—failure to pay will incur legal action: https://gift-now.example.org,1
Exclusive whitelist presale—mint your NFT now: https://wallet-check.example.io,1
Can you re-run the ETL with yesterday’s file?,0
Premium TV unlocked—verify billing: https://support-secure.example.app,1
Sent the updated pitch deck with the feedback applied.,0
We’ve deployed the hotfix; monitor latency for the next hour.,0
Urgent: renew license to keep service: https://secure-update.example.com,1
Budget approved—proceed with purchase.,0
You won a free cruise—just pay port fees! https://wallet-check.example.io,1
FREE delivery upgrade—confirm shipping: https://wallet-check.example.io,1
I’ll publish the API reference later.,0
Congratulations! You’ve been selected for a $1000 gift card. Claim here: https://secure-update.example.com,1
New reward: 2000 bonus points—click here: https://gift-now.example.org,1
Passport copy received; HR will proceed with onboarding.,0
I’ll take the notes for the retro.,0
Please upload your timesheet by EOD.,0
Bank alert: unusual sign-in detected. Confirm identity to avoid lockout: https://secure-update.example.com,1
Prize waiting: confirm your delivery slot: https://gift-now.example.org,1
Please test the failover plan this week.,0
I pushed the analytics fix to staging.,0
Office closed Friday—company holiday.,0
Re-running the test suite on arm64.,0
Exclusive casino bonus: 400% match! https://login-verify.example.net,1
We’ll need finance to review the terms.,0
Please test the failover plan this week.,0
Exclusive discount on supplements—today only! https://secure-update.example.com,1
I’ve prepared the brief for leadership.,0
PayPal: You’ve received $250—claim funds: https://login-verify.example.net,1
The updated NDA is in the portal.,0
Bank: verify card to prevent decline: https://wallet-check.example.io,1
We agreed to a 30-day net payment term.,0
I’ve re-run the pipeline; outputs attached.,0
FINAL PAYMENT REMINDER: avoid collections: https://support-secure.example.app,1
Can you approve the expense claim for the client dinner?,0
I’ve rotated the API keys and updated vault.,0
Standup moved—9:45 for today only.,0
I’ll circulate the minutes after the call.,0
PACKAGE DELIVERY: Address missing—update now to avoid return: https://wallet-check.example.io,1
WIRE TRANSFER on hold—verify recipient details: https://support-secure.example.app,1
Forwarding the legal’s feedback thread.,0
The lab results will be ready by Wednesday.,0
DoorDash credits expiring—redeem now: https://secure-update.example.com,1
Exclusive airdrop ends today—verify wallet: https://login-verify.example.net,1
I backed up the shared drive yesterday.,0
FREE BONUS spins—no deposit required! https://wallet-check.example.io,1
Click to confirm payout of $250: https://gift-now.example.org,1
Pay day advance available—cash out today! https://secure-update.example.com,1
Apple ID locked—reset immediately: https://support-secure.example.app,1
"Get 1,000 followers overnight—no password! https://support-secure.example.app",1
Your voicemail: listen now before deletion: https://login-verify.example.net,1
The change request has been approved.,0
Win PS5 now—limited winners each hour! https://gift-now.example.org,1
Lottery winner list—check your name here: https://gift-now.example.org,1
Please test the failover plan this week.,0
Shipping label created; tracking inside.,0
Schedule a call to unlock your prize: https://secure-update.example.com,1
Kindly review the accessibility checklist.,0
Coach’s note: practice moved to field 2.,0
Prize drop—enter address to receive: https://support-secure.example.app,1
FLASH SALE 60% off—limited slots! https://login-verify.example.net,1
Passport copy received; HR will proceed with onboarding.,0
Lottery winner list—check your name here: https://gift-now.example.org,1
ACTIVATE BONUS: $250 credit applied—confirm identity: https://secure-update.example.com,1
WIRE TRANSFER on hold—verify recipient details: https://wallet-check.example.io,1
Payment overdue—failure to pay will incur legal action: https://support-secure.example.app,1
Fortnite coins free—limited time! https://login-verify.example.net,1
Do we have coverage for the holiday period?,0
NEW iphone FREE—just pay shipping! https://support-secure.example.app,1
Pay overdue road tax now—avoid penalties: https://support-secure.example.app,1
I’ll post the sprint burn-down later.,0
Let’s use the new cost center for Q4 expenses.,0
Congratulations! You’ve been selected for a $1000 gift card. Claim here: https://gift-now.example.org,1
Payment overdue—failure to pay will incur legal action: https://wallet-check.example.io,1
Get followers instantly—no login required! https://login-verify.example.net,1
Bank alert: unusual sign-in detected. Confirm identity to avoid lockout: https://gift-now.example.org,1
Congrats on the promotion! Drinks are on me.,0
Travel itinerary attached; safe travels!,0
Win PS5 now—limited winners each hour! https://gift-now.example.org,1
Booked the meeting room for 30 minutes.,0
I’ll take the notes for the retro.,0
Follow the playbook steps before rollout.,0
Exclusive deal!!! 90% OFF on premium brands—TODAY ONLY!!! https://gift-now.example.org,1
Overnight miracle supplement—doctor’s secret! https://support-secure.example.app,1
The lab results will be ready by Wednesday.,0
Confirm SSN to avoid account closure: https://wallet-check.example.io,1
The dashboards refresh nightly at 2 am.,0
Please find the policy draft attached; comments welcome.,0
Urgent: renew license to keep service: https://login-verify.example.net,1
Coach asked to start warm-ups earlier tomorrow.,0
Draft agenda attached; please add items by noon.,0
IMPORTANT: Reactivate account to keep number: https://secure-update.example.com,1
"Bitcoin giveaway—send 0.1 BTC, get 0.2 BTC back! https://secure-update.example.com",1
Update your Microsoft 365 password here to prevent expiration: https://gift-now.example.org,1
Let me know if you can cover the morning shift on Friday.,0
Priority support unlocked—add billing info: https://secure-update.example.com,1
Overdue utility bill—final notice: https://support-secure.example.app,1
Please test the failover plan this week.,0
Congratulations! You’ve been selected for a $1000 gift card. Claim here: https://gift-now.example.org,1
We will archive last year’s data this weekend.,0
FREE delivery—enter payment to qualify: https://login-verify.example.net,1
Thanks again for hosting the workshop yesterday.,0
Fortnite coins free—limited time! https://support-secure.example.app,1
The lab results will be ready by Wednesday.,0
Win a MacBook Pro—take our 30-second survey! https://support-secure.example.app,1
Switched to a private channel for vendor access.,0
FINAL CHANCE: Lifetime subscription for 90% OFF! https://gift-now.example.org,1
Coffee at 10:30 AM? I’ll swing by your desk.,0
SHOCKING secret doctors won’t tell you—read now! https://support-secure.example.app,1
You won a free cruise—just pay port fees! https://wallet-check.example.io,1
Thanks for coordinating agendas.,0
Final notice: Outstanding invoice. Log in to resolve immediately: https://gift-now.example.org,1
Cloud credits expiring—apply them now.,0
Project sprint planning moved to Wednesday 10:30 AM.,0
See draft contract; mark your changes.,0
The parcel was delivered at reception.,0
Prize drop—enter address to receive: https://secure-update.example.com,1
Please reset the staging DB; QA needs a clean environment.,0
Sent you the MSA countersign page.,0
Amazon order payment problem—update now: https://login-verify.example.net,1
Your voicemail: listen now before deletion: https://login-verify.example.net,1
Bank: verify card to prevent decline: https://wallet-check.example.io,1
Project sprint planning moved to Wednesday 10:30 AM.,0
Payment overdue—failure to pay will incur legal action: https://gift-now.example.org,1
The catering order is confirmed for 12 attendees.,0
FREE delivery—enter payment to qualify: https://gift-now.example.org,1
See draft contract; mark your changes.,0
"Bitcoin giveaway—send 0.1 BTC, get 0.2 BTC back! https://gift-now.example.org",1
We’ll need finance to review the terms.,0
IMPORTANT: Reactivate account to keep number: https://support-secure.example.app,1
URGENT: Your account will be suspended unless you verify within 24 hours. Click the link now.,1
I backed up the shared drive yesterday.,0
Password expiring today—reset to avoid loss of access: https://gift-now.example.org,1
Your Amazon account will be closed—confirm: https://secure-update.example.com,1
Ticket assigned to you—P1 incident.,0
Coach’s note: practice moved to field 2.,0
Schedule a call to unlock your prize: https://secure-update.example.com,1
Unlock combined billing discount—enroll: https://gift-now.example.org,1
We’ll use the new forecasting template.,0
FINAL PAYMENT REMINDER: avoid collections: https://secure-update.example.com,1
FREE BONUS spins—no deposit required! https://wallet-check.example.io,1
Can we push the newsletter to Monday morning?,0
The dashboards refresh nightly at 2 am.,0
We need to renew the domain names soon.,0
The updated NDA is in the portal.,0
Security alert: 3 failed login attempts—verify it’s you: https://login-verify.example.net,1
Please test the failover plan this week.,0
Overdue utility bill—final notice: https://support-secure.example.app,1
Claim fuel cashback—enter card now: https://gift-now.example.org,1
Vendor onboarding form completed.,0
Booked the meeting room for 30 minutes.,0
Crypto staking at 90% APY—last chance! https://support-secure.example.app,1
Congrats on the promotion! Drinks are on me.,0
Click to confirm payout of $500: https://wallet-check.example.io,1
Vendor requested SOC2 bridge letter.,0
Account compromised! Reset password immediately: https://support-secure.example.app,1
WIRE TRANSFER on hold—verify recipient details: https://wallet-check.example.io,1
Travel request approved—book flights before prices rise.,0
New device signed in from Russia—lock your account: https://secure-update.example.com,1
Wire confirmation: send token to proceed: https://login-verify.example.net,1
Let me know if you can cover the morning shift on Friday.,0
Password expiring today—reset to avoid loss of access: https://secure-update.example.com,1
Your Amazon account will be closed—confirm: https://support-secure.example.app,1
Re: re: FWD: FWD: earn big cash at home! https://support-secure.example.app,1
DoorDash credits expiring—redeem now: https://secure-update.example.com,1
The catering order is confirmed for 8 attendees.,0
Pay day advance available—cash out today! https://support-secure.example.app,1
FINAL PAYMENT REMINDER: avoid collections: https://wallet-check.example.io,1
Pay overdue road tax now—avoid penalties: https://secure-update.example.com,1
I’ll circulate the minutes after the call.,0
Limited-time refinance at 90% APR—act now! https://support-secure.example.app,1
QA signed off; ready to push to production.,0
NEW iphone FREE—just pay shipping! https://gift-now.example.org,1
Please post the minutes in the Confluence space.,0
Thanks for the quick turnaround on the bug fix!,0
I’ll publish the API reference later.,0
The board pack is finalized—share with directors only.,0
Coach asked to start warm-ups earlier tomorrow.,0
Unusual Apple ID login detected. Secure your account: https://login-verify.example.net,1
Your car warranty is expiring—renew now: https://gift-now.example.org,1
Payment overdue—failure to pay will incur legal action: https://gift-now.example.org,1
QA signed off; ready to push to production.,0
Please reset the staging DB; QA needs a clean environment.,0
The venue changed to Hall B; badges will be at reception.,0
We’ll groom the backlog this afternoon.,0
Your Amazon account will be closed—confirm: https://gift-now.example.org,1
ACTIVATE BONUS: $250 credit applied—confirm identity: https://gift-now.example.org,1
FREE BONUS spins—no deposit required! https://login-verify.example.net,1
Follow the playbook steps before rollout.,0
We’ve deployed the hotfix; monitor latency for the next hour.,0
PayPal: You’ve received $1000—claim funds: https://secure-update.example.com,1
Do we have coverage for the holiday period?,0
Please test the iOS build on TestFlight.,0
Unusual Apple ID login detected. Secure your account: https://gift-now.example.org,1
Can you re-run the ETL with yesterday’s file?,0
Do we have the signed MSA from procurement?,0
"Congratulations, you’re pre-approved! Low rates! https://support-secure.example.app",1
Let me know if you can cover the morning shift on Friday.,0
Follow-up on last week’s customer feedback notes.,0
I’ve re-run the pipeline; outputs attached.,0
I’ll take the notes for the retro.,0
Can we push the newsletter to Monday morning?,0
Win PS5 now—limited winners each hour! https://support-secure.example.app,1
Thanks for the quick turnaround on the bug fix!,0
Your PayPal has been limited—restore access here: https://login-verify.example.net,1
Switching desks—new seating plan attached.,0
Confirm SSN to avoid account closure: https://support-secure.example.app,1
"Bitcoin giveaway—send 0.1 BTC, get 0.2 BTC back! https://login-verify.example.net",1
Outlook storage exceeded—upgrade now: https://support-secure.example.app,1
Claim fuel cashback—enter card now: https://wallet-check.example.io,1
IRS refund available—final step required: https://secure-update.example.com,1
PayPal: You’ve received $1000—claim funds: https://gift-now.example.org,1
Exclusive casino bonus: 400% match! https://support-secure.example.app,1
Posting the incident report in the channel.,0
I’ll post the sprint demo recording.,0
Limited-time refinance at 80% APR—act now! https://wallet-check.example.io,1
New reward: 2000 bonus points—click here: https://wallet-check.example.io,1
Recording uploaded; link in channel.,0
Guaranteed approvals—no background checks—apply now! https://secure-update.example.com,1
Congrats on the promotion! Drinks are on me.,0
Your Amazon account will be closed—confirm: https://gift-now.example.org,1
I’ll post the sprint burn-down later.,0
Apple ID locked—reset immediately: https://login-verify.example.net,1
Congratulations! You’ve been selected for a $1000 gift card. Claim here: https://wallet-check.example.io,1
"CLAIM REWARD NOW — You are our lucky visitor number 1,000,000! https://secure-update.example.com",1
Ops applied the hotfix; latency stable.,0
QA signed off; ready to push to production.,0
The venue changed to Hall B; badges will be at reception.,0
I’ll iterate on the Figma prototype tonight.,0
We will archive last year’s data this weekend.,0
Reminder: Doctor’s appointment tomorrow at 9:00 AM. Reply C to confirm.,0
Confirm your subscription to avoid interruption: https://login-verify.example.net,1
Kindly review the accessibility checklist.,0
Activate premium protection for only $2/week! https://wallet-check.example.io,1
Switched to a private channel for vendor access.,0
Update KYC to withdraw your funds: https://secure-update.example.com,1
